;temperature;humidity;time
2100;20.2;59;2022-05-05 19:55:55.586492
2101;20.1;59;2022-05-05 19:58:54.776727
2102;20.5;59;2022-05-05 20:02:09.546620
2103;20.5;69;2022-05-05 20:02:09.554017
2104;20.5;70;2022-05-05 20:03:38.169174
2105;20.4;70;2022-05-05 20:07:53.106997
2106;20.4;71;2022-05-05 20:07:53.113909
2107;20.4;72;2022-05-05 20:16:47.534888
2108;20.4;71;2022-05-05 20:21:21.268829
2109;20.4;72;2022-05-05 20:24:28.034761
2110;20.3;72;2022-05-05 20:32:00.953525
2111;20.0;72;2022-05-05 20:32:04.148812
2112;20.1;72;2022-05-05 20:33:34.757034
2113;20.1;58;2022-05-05 20:39:44.338789
2114;20.1;59;2022-05-05 20:43:15.589844
2115;20.0;59;2022-05-05 20:47:15.107443
2116;20.2;59;2022-05-05 20:48:46.578164
2117;20.3;59;2022-05-05 20:50:07.746853
2118;20.2;59;2022-05-05 20:51:36.330939
2119;20.2;71;2022-05-05 20:51:36.339085
2120;20.1;71;2022-05-05 20:51:54.275031
2121;20.0;71;2022-05-05 20:54:57.158954
2122;20.0;72;2022-05-05 20:56:04.414559
2123;20.1;72;2022-05-05 20:56:23.876964
2124;20.3;72;2022-05-05 20:59:33.821647
2125;20.2;72;2022-05-05 21:00:28.539622
2126;20.2;60;2022-05-05 21:02:12.856429
2127;20.1;60;2022-05-05 21:05:02.332763
2128;20.1;71;2022-05-05 21:05:02.338750
2129;20.2;71;2022-05-05 21:06:34.793707
2130;20.2;61;2022-05-05 21:07:12.898758
2131;20.3;61;2022-05-05 21:10:15.785002
2132;20.3;64;2022-05-05 21:10:15.792587
2133;20.4;64;2022-05-05 21:11:51.772730
2134;20.4;65;2022-05-05 21:11:51.831892
2135;20.4;68;2022-05-05 21:12:50.320822
2136;20.5;68;2022-05-05 21:14:28.421541
2137;20.5;73;2022-05-05 21:14:28.427828
2138;20.1;73;2022-05-05 21:15:34.662896
2139;20.1;70;2022-05-05 21:15:34.669029
2140;20.1;71;2022-05-05 21:17:11.018213
2141;20.1;70;2022-05-05 21:18:37.684904
2142;20.1;69;2022-05-05 21:21:55.999940
2143;20.4;69;2022-05-05 21:22:14.225050
2144;20.4;67;2022-05-05 21:22:14.232811
2145;20.3;67;2022-05-05 21:23:25.907574
2146;20.3;66;2022-05-05 21:23:25.923949
2147;20.3;65;2022-05-05 21:25:02.069414
2148;20.2;65;2022-05-05 21:26:38.342715
2149;20.2;67;2022-05-05 21:26:38.351724
2150;20.2;68;2022-05-05 21:26:42.848082
2151;20.2;67;2022-05-05 21:27:41.411680
2152;20.2;66;2022-05-05 21:28:03.218843
2153;20.1;66;2022-05-05 21:30:56.779508
2154;20.1;62;2022-05-05 21:30:56.797785
2155;20.1;66;2022-05-05 21:32:26.397871
2156;20.0;66;2022-05-05 21:33:01.300894
2157;19.9;66;2022-05-05 21:34:11.037865
2158;19.9;63;2022-05-05 21:34:11.044304
2159;19.9;65;2022-05-05 21:35:38.901958
2160;19.8;65;2022-05-05 21:37:11.982290
2161;19.7;65;2022-05-05 21:39:04.936733
2162;19.7;62;2022-05-05 21:39:04.944892
2163;19.6;62;2022-05-05 21:41:33.932039
2164;19.6;63;2022-05-05 21:41:33.938420
2165;19.6;64;2022-05-05 21:43:21.146070
2166;19.6;62;2022-05-05 21:43:32.727086
2167;19.5;62;2022-05-05 21:44:31.073983
2168;19.4;62;2022-05-05 21:46:01.611196
2169;20.0;62;2022-05-05 21:46:10.919627
2170;19.3;62;2022-05-05 21:50:42.488821
2171;19.3;63;2022-05-05 21:51:50.601438
2172;19.3;61;2022-05-05 21:52:26.126637
2173;19.2;61;2022-05-05 21:55:10.169723
2174;19.1;61;2022-05-05 21:58:09.373649
2175;19.1;62;2022-05-05 21:58:09.379800
2176;19.1;61;2022-05-05 21:59:41.666881
2177;19.1;62;2022-05-05 22:02:31.255434
2178;19.0;62;2022-05-05 22:03:59.889167
2179;19.0;61;2022-05-05 22:03:59.901860
2180;19.0;62;2022-05-05 22:04:23.764883
2181;18.9;62;2022-05-05 22:09:05.362490
2182;19.0;62;2022-05-05 22:10:07.614928
2183;18.9;62;2022-05-05 22:11:34.353806
2184;20.1;62;2022-05-05 22:14:23.746592
2185;20.0;62;2022-05-05 22:15:54.344854
2186;20.0;60;2022-05-05 22:18:14.156052
2187;20.0;61;2022-05-05 22:19:44.559430
2188;18.8;61;2022-05-05 22:22:15.280787
2189;18.8;60;2022-05-05 22:22:15.287591
2190;18.8;61;2022-05-05 22:23:57.073641
2191;18.8;60;2022-05-05 22:25:31.295698
2192;20.1;60;2022-05-05 22:26:28.618968
2193;20.1;61;2022-05-05 22:26:28.626668
2194;20.1;61;2022-05-05 22:26:58.045629
2195;20.0;61;2022-05-05 22:28:08.768817
2196;20.0;60;2022-05-05 22:28:28.640520
2197;20.0;61;2022-05-05 22:29:47.796889
2198;20.0;60;2022-05-05 22:31:20.275582
2199;20.1;60;2022-05-05 22:34:18.681498
2200;20.0;60;2022-05-05 22:36:06.209678
2201;20.0;59;2022-05-05 22:39:11.822520
2202;20.1;59;2022-05-05 22:40:34.253100
2203;20.1;60;2022-05-05 22:40:48.006772
2204;20.0;60;2022-05-05 22:41:43.988556
2205;18.7;60;2022-05-05 22:41:44.617972
2206;18.7;59;2022-05-05 22:41:44.624828
2207;18.7;60;2022-05-05 22:43:45.332669
2208;18.7;59;2022-05-05 22:45:02.573065
2209;18.7;60;2022-05-05 22:46:36.965035
2210;18.7;59;2022-05-05 22:49:22.966600
2211;18.6;59;2022-05-05 22:52:31.375966
2212;18.6;60;2022-05-05 22:59:48.845654
2213;20.1;60;2022-05-05 23:01:36.353350
2214;20.0;60;2022-05-05 23:06:19.419935
2215;20.0;59;2022-05-05 23:08:52.076673
2216;20.0;60;2022-05-05 23:10:56.390840
2217;20.1;60;2022-05-05 23:11:57.152943
2218;20.1;59;2022-05-05 23:12:08.075919
2219;20.1;60;2022-05-05 23:13:53.665403
2220;20.1;59;2022-05-05 23:15:29.835624
2221;20.1;60;2022-05-05 23:19:39.649044
2222;20.0;60;2022-05-05 23:22:27.611479
2223;20.0;60;2022-05-05 23:30:02.983790
2224;20.0;59;2022-05-05 23:31:31.672870
2225;20.1;59;2022-05-05 23:34:24.615751
2226;20.0;59;2022-05-05 23:42:06.853644
2227;18.7;59;2022-05-05 23:46:34.875728
2228;18.6;59;2022-05-05 23:49:56.671561
2229;20.1;59;2022-05-05 23:52:48.505342
2230;20.0;59;2022-05-05 23:57:24.162891
2231;20.1;59;2022-05-06 00:01:54.095994
2232;20.0;59;2022-05-06 00:03:47.390090
2233;20.1;59;2022-05-06 00:08:13.491947
2234;20.0;59;2022-05-06 00:09:34.597642
2235;20.1;59;2022-05-06 00:11:09.014882
2236;18.7;59;2022-05-06 00:12:54.594706
2237;20.0;59;2022-05-06 00:15:18.153722
2238;20.0;58;2022-05-06 00:17:24.228622
2239;20.0;59;2022-05-06 00:18:52.893941
2240;20.0;58;2022-05-06 00:20:02.534234
2241;18.8;58;2022-05-06 00:24:20.881460
2242;18.7;58;2022-05-06 00:29:15.290767
2243;18.6;58;2022-05-06 00:38:16.482711
2244;18.5;58;2022-05-06 01:08:36.353941
2245;18.6;58;2022-05-06 01:09:38.618797
2246;18.5;58;2022-05-06 01:11:03.413799
2247;18.4;58;2022-05-06 01:13:02.112965
2248;18.5;58;2022-05-06 01:15:55.454006
2249;18.6;58;2022-05-06 01:23:33.508066
2250;18.6;57;2022-05-06 01:24:52.763424
2251;18.5;57;2022-05-06 01:27:50.010720
2252;18.6;57;2022-05-06 01:29:41.229487
2253;18.6;56;2022-05-06 01:44:20.149181
2254;18.5;56;2022-05-06 02:09:58.944918
2255;18.5;59;2022-05-06 02:10:12.378494
2256;18.5;60;2022-05-06 02:11:25.992845
2257;18.5;59;2022-05-06 02:13:06.153671
2258;18.6;59;2022-05-06 02:13:11.253756
2259;18.5;59;2022-05-06 02:15:06.331482
2260;18.5;60;2022-05-06 02:16:31.757426
2261;18.4;60;2022-05-06 02:20:32.587710
2262;18.3;60;2022-05-06 02:40:20.480662
2263;18.3;55;2022-05-06 02:40:20.541976
2264;19.9;55;2022-05-06 03:01:41.192980
2265;20.0;55;2022-05-06 03:03:15.593948
2266;20.0;54;2022-05-06 03:04:19.410828
2267;20.0;61;2022-05-06 03:04:36.708888
2268;20.0;60;2022-05-06 03:06:11.122928
2269;18.2;60;2022-05-06 03:07:14.800904
2270;20.1;60;2022-05-06 03:07:54.779838
2271;20.0;60;2022-05-06 03:15:12.614806
2272;20.0;59;2022-05-06 03:25:35.323589
2273;19.9;59;2022-05-06 03:31:31.977850
2274;18.3;59;2022-05-06 03:35:01.422549
2275;18.2;59;2022-05-06 03:37:41.760981
2276;18.3;59;2022-05-06 03:39:10.426968
2277;18.2;59;2022-05-06 03:40:33.473664
2278;18.1;59;2022-05-06 03:48:00.358589
2279;18.2;59;2022-05-06 03:49:36.518712
2280;18.1;59;2022-05-06 03:51:27.918047
2281;20.1;59;2022-05-06 03:59:06.928984
2282;20.1;71;2022-05-06 03:59:06.990102
2283;20.3;71;2022-05-06 04:00:11.094792
2284;20.3;72;2022-05-06 04:00:11.109934
2285;18.3;72;2022-05-06 04:03:09.072031
2286;18.3;57;2022-05-06 04:03:09.084449
2287;18.4;57;2022-05-06 04:05:00.282843
2288;18.4;58;2022-05-06 04:05:00.292027
2289;20.5;58;2022-05-06 04:06:43.597741
2290;20.5;69;2022-05-06 04:06:43.605712
2291;18.5;69;2022-05-06 04:07:36.741977
2292;20.4;69;2022-05-06 04:07:57.224000
2293;18.6;69;2022-05-06 04:09:14.650132
2294;20.5;69;2022-05-06 04:09:54.175973
2295;18.7;69;2022-05-06 04:12:15.599740
2296;18.7;57;2022-05-06 04:12:15.608560
2297;20.4;57;2022-05-06 04:12:44.081085
2298;18.8;57;2022-05-06 04:16:52.913196
2299;18.8;58;2022-05-06 04:16:52.922915
2300;18.9;58;2022-05-06 04:18:25.384864
2301;18.9;59;2022-05-06 04:18:25.390629
2302;18.9;60;2022-05-06 04:19:57.736893
2303;19.0;60;2022-05-06 04:22:41.874985
2304;19.0;59;2022-05-06 04:22:41.881258
2305;20.3;59;2022-05-06 04:22:53.757691
2306;20.3;70;2022-05-06 04:22:53.781970
2307;20.3;60;2022-05-06 04:28:53.596460
2308;20.2;60;2022-05-06 04:33:46.571787
2309;19.1;60;2022-05-06 04:34:48.149069
2310;20.3;60;2022-05-06 04:36:30.912475
2311;20.2;60;2022-05-06 04:38:01.439970
2312;20.1;60;2022-05-06 04:47:05.190893
2313;20.2;60;2022-05-06 04:49:58.763187
2314;20.1;60;2022-05-06 04:54:30.637544
2315;19.2;60;2022-05-06 05:05:07.782756
2316;19.2;61;2022-05-06 05:05:07.788077
2317;19.1;61;2022-05-06 05:08:18.159976
2318;19.1;60;2022-05-06 05:08:18.173049
2319;19.1;69;2022-05-06 05:08:24.609879
2320;19.2;69;2022-05-06 05:09:41.190978
2321;19.2;61;2022-05-06 05:09:41.196711
2322;20.3;61;2022-05-06 05:14:09.687044
2323;20.3;70;2022-05-06 05:14:09.698717
2324;20.3;69;2022-05-06 05:15:45.847704
2325;19.3;69;2022-05-06 05:20:20.278214
2326;19.3;62;2022-05-06 05:20:20.292729
2327;20.2;62;2022-05-06 05:20:30.827548
2328;20.2;68;2022-05-06 05:20:30.837603
2329;20.2;67;2022-05-06 05:22:05.255943
2330;20.1;67;2022-05-06 05:23:24.604820
2331;20.1;66;2022-05-06 05:23:24.611817
2332;20.1;61;2022-05-06 05:27:37.872152
2333;20.1;64;2022-05-06 05:29:13.899802
2334;20.0;64;2022-05-06 05:30:53.945207
2335;20.0;63;2022-05-06 05:32:37.585733
2336;20.0;62;2022-05-06 05:38:47.361784
2337;19.9;62;2022-05-06 05:46:29.796968
2338;19.9;63;2022-05-06 05:52:11.405919
2339;19.8;63;2022-05-06 06:01:03.894722
2340;19.8;64;2022-05-06 06:05:46.944775
2341;19.8;60;2022-05-06 06:11:20.874879
2342;19.4;60;2022-05-06 06:20:42.835968
2343;19.9;60;2022-05-06 06:21:13.556733
2344;19.8;60;2022-05-06 06:22:04.451103
2345;19.5;60;2022-05-06 06:23:26.989799
2346;19.9;60;2022-05-06 06:25:26.205958
2347;19.6;60;2022-05-06 06:26:37.556655
2348;19.6;59;2022-05-06 06:31:01.449950
2349;19.7;59;2022-05-06 06:35:49.909643
2350;19.8;59;2022-05-06 06:40:00.634163
2351;20.0;59;2022-05-06 06:44:44.959745
2352;20.0;65;2022-05-06 06:44:44.965424
2353;20.0;58;2022-05-06 06:47:31.383165
2354;19.9;58;2022-05-06 06:52:49.933653
2355;19.9;58;2022-05-06 07:01:23.267828
2356;19.8;58;2022-05-06 07:02:33.025680
2357;19.9;58;2022-05-06 07:04:26.164002
2358;20.0;58;2022-05-06 07:07:25.672353
2359;19.9;58;2022-05-06 07:09:00.093212
2360;19.9;57;2022-05-06 07:16:38.038679
2361;20.0;57;2022-05-06 07:16:55.637815
2362;20.0;57;2022-05-06 07:19:33.237977
2363;19.9;57;2022-05-06 07:20:42.989769
2364;19.9;57;2022-05-06 07:21:23.637812
2365;20.0;57;2022-05-06 07:22:42.991909
2366;20.0;57;2022-05-06 07:23:46.064307
2367;19.9;57;2022-05-06 07:25:29.897809
2368;20.0;57;2022-05-06 07:28:25.313094
2369;19.9;57;2022-05-06 07:28:56.644876
2370;20.0;57;2022-05-06 07:34:55.049749
2371;19.9;57;2022-05-06 07:36:33.269878
2372;19.9;56;2022-05-06 08:15:00.275722
2373;19.8;56;2022-05-06 08:18:17.388710
2374;19.8;57;2022-05-06 08:18:27.940840
2375;19.8;56;2022-05-06 08:19:45.251099
2376;19.9;56;2022-05-06 08:19:57.426647
2377;19.8;56;2022-05-06 08:21:50.684178
2378;19.9;56;2022-05-06 08:23:02.370535
2379;19.9;57;2022-05-06 08:24:13.129222
2380;19.9;56;2022-05-06 08:25:45.409029
2381;19.8;56;2022-05-06 08:25:57.888920
2382;19.8;64;2022-05-06 08:25:57.902420
2383;19.9;64;2022-05-06 08:27:55.031859
2384;19.9;65;2022-05-06 08:27:55.038778
2385;20.1;65;2022-05-06 08:32:04.480047
2386;20.0;65;2022-05-06 08:33:29.264920
2387;19.8;65;2022-05-06 08:35:12.810854
2388;19.8;64;2022-05-06 08:35:12.823149
2389;20.1;64;2022-05-06 08:42:30.770898
2390;20.0;64;2022-05-06 09:08:09.863553
2391;20.1;64;2022-05-06 09:09:19.607863
2392;20.1;63;2022-05-06 09:29:31.731682
2393;20.1;55;2022-05-06 09:51:38.448452
2394;20.1;56;2022-05-06 09:53:03.248666
2395;20.1;62;2022-05-06 09:54:04.069220
2396;20.1;55;2022-05-06 09:57:35.113208
2397;20.1;56;2022-05-06 10:00:41.808857
2398;20.1;55;2022-05-06 10:02:50.196911
2399;20.1;61;2022-05-06 10:48:27.094773
2400;19.9;61;2022-05-06 11:09:20.268636
2401;19.8;61;2022-05-06 11:15:30.172079
2402;19.9;61;2022-05-06 11:20:05.849150
2403;19.9;60;2022-05-06 11:20:05.909183
2404;19.9;59;2022-05-06 11:21:00.599947
2405;20.2;59;2022-05-06 11:23:48.873142
2406;20.0;59;2022-05-06 11:24:33.899682
2407;20.1;59;2022-05-06 11:25:21.204972
2408;20.1;54;2022-05-06 11:30:03.960714
2409;20.1;54;2022-05-06 11:32:01.083806
2410;20.1;55;2022-05-06 11:32:42.361774
2411;20.2;55;2022-05-06 11:35:39.506056
2412;20.2;54;2022-05-06 11:35:39.512942
2413;20.1;54;2022-05-06 11:37:25.082474
2414;20.1;55;2022-05-06 11:37:25.089910
2415;20.2;55;2022-05-06 11:41:06.366963
2416;20.2;58;2022-05-06 11:41:06.387018
2417;20.2;54;2022-05-06 11:41:53.079689
2418;20.3;54;2022-05-06 11:50:03.995151
2419;20.2;54;2022-05-06 11:50:47.194967
2420;20.1;54;2022-05-06 11:52:44.036717
2421;20.2;54;2022-05-06 11:56:47.361661
2422;20.4;54;2022-05-06 12:01:55.686772
2423;20.4;57;2022-05-06 12:12:56.268341
2424;20.3;57;2022-05-06 12:29:32.729459
2425;20.4;57;2022-05-06 12:34:10.466838
2426;20.3;57;2022-05-06 12:46:50.054930
2427;20.2;57;2022-05-06 12:48:16.797758
2428;20.3;57;2022-05-06 12:51:40.472484
2429;20.2;57;2022-05-06 12:52:54.029980
2430;20.3;57;2022-05-06 12:57:33.250589
2431;20.3;56;2022-05-06 12:59:16.680493
2432;20.3;57;2022-05-06 13:00:43.516271
2433;20.5;57;2022-05-06 13:05:22.752754
2434;20.5;56;2022-05-06 13:05:22.759701
2435;20.4;56;2022-05-06 13:06:55.223959
2436;20.5;56;2022-05-06 13:11:15.529852
2437;20.4;56;2022-05-06 13:15:52.830906
2438;20.5;56;2022-05-06 13:20:17.028443
2439;20.4;56;2022-05-06 13:30:35.329343
2440;20.3;56;2022-05-06 13:32:03.922745
2441;20.4;56;2022-05-06 13:33:32.584571
2442;20.3;56;2022-05-06 13:35:08.750292
2443;20.4;56;2022-05-06 13:36:43.154912
2444;20.6;56;2022-05-06 13:42:07.162129
2445;20.3;56;2022-05-06 13:42:26.410288
2446;20.5;56;2022-05-06 13:43:18.839361
2447;20.4;56;2022-05-06 13:44:34.527057
2448;20.6;56;2022-05-06 13:45:04.620034
2449;20.5;56;2022-05-06 13:46:37.095439
2450;20.6;56;2022-05-06 13:50:31.177815
2451;20.6;57;2022-05-06 13:50:31.184517
2452;20.6;58;2022-05-06 13:54:06.238494
2453;20.7;58;2022-05-06 13:55:21.590855
2454;20.8;58;2022-05-06 14:01:20.195473
2455;20.8;57;2022-05-06 14:01:20.201602
2456;20.8;56;2022-05-06 14:04:28.826665
2457;20.8;57;2022-05-06 14:07:09.192248
2458;20.8;56;2022-05-06 14:08:37.786440
2459;20.8;54;2022-05-06 14:11:50.282225
2460;20.8;52;2022-05-06 14:15:19.793729
2461;20.8;51;2022-05-06 14:16:31.512797
2462;20.8;49;2022-05-06 14:23:49.369831
2463;20.7;49;2022-05-06 14:31:41.409972
2464;20.5;49;2022-05-06 14:34:14.392818
2465;20.8;49;2022-05-06 14:37:26.817049
2466;20.8;51;2022-05-06 14:37:26.833702
2467;20.4;51;2022-05-06 14:40:01.251833
2468;20.9;51;2022-05-06 14:40:56.320820
2469;20.9;55;2022-05-06 14:40:56.336124
2470;20.5;55;2022-05-06 14:41:27.974887
2471;20.4;55;2022-05-06 14:43:00.433797
2472;21.0;55;2022-05-06 14:43:00.764655
2473;21.0;69;2022-05-06 14:43:00.774768
2474;20.5;69;2022-05-06 14:46:12.949216
2475;21.3;69;2022-05-06 14:47:51.166914
2476;21.3;71;2022-05-06 14:47:51.172748
2477;21.4;71;2022-05-06 14:50:50.562188
2478;21.4;69;2022-05-06 14:50:50.567043
2479;21.8;69;2022-05-06 14:52:21.091960
2480;21.8;64;2022-05-06 14:52:21.103103
2481;22.9;64;2022-05-06 14:54:57.772864
2482;22.9;59;2022-05-06 14:54:57.786614
2483;22.9;57;2022-05-06 14:56:17.127693
2484;22.5;57;2022-05-06 14:59:33.446454
2485;22.5;56;2022-05-06 14:59:33.451669
2486;20.6;56;2022-05-06 15:02:22.075524
2487;22.2;56;2022-05-06 15:02:38.467527
2488;22.0;56;2022-05-06 15:05:30.099807
2489;22.0;55;2022-05-06 15:05:30.114804
2490;20.5;55;2022-05-06 15:05:47.700965
2491;21.9;55;2022-05-06 15:06:45.661017
2492;20.6;55;2022-05-06 15:13:14.678799
2493;21.6;55;2022-05-06 15:14:26.159741
2494;21.5;55;2022-05-06 15:17:50.054873
2495;21.5;56;2022-05-06 15:20:34.326305
2496;20.5;56;2022-05-06 15:21:08.228915
2497;20.6;56;2022-05-06 15:22:01.038092
2498;21.4;56;2022-05-06 15:22:10.646760
2499;21.3;56;2022-05-06 15:24:51.110187
2500;21.2;56;2022-05-06 15:29:51.147519
2501;21.1;56;2022-05-06 15:38:43.145038
2502;21.1;55;2022-05-06 15:38:43.151442
2503;21.0;55;2022-05-06 15:55:30.868889
2504;21.0;55;2022-05-06 16:05:55.856507
2505;20.7;55;2022-05-06 16:23:58.610686
2506;20.6;55;2022-05-06 16:25:49.829094
2507;20.7;55;2022-05-06 16:33:03.592763
2508;20.6;55;2022-05-06 16:37:33.212484
2509;20.6;54;2022-05-06 16:42:14.519795
2510;20.6;54;2022-05-06 16:43:21.605674
2511;21.1;54;2022-05-06 16:46:32.150945
2512;20.7;54;2022-05-06 16:49:37.602583
2513;21.0;54;2022-05-06 16:49:53.899744
2514;20.6;54;2022-05-06 16:51:29.011699
2515;20.6;53;2022-05-06 16:51:29.018907
2516;21.1;53;2022-05-06 16:53:57.502867
2517;21.1;54;2022-05-06 16:54:09.289309
2518;21.1;53;2022-05-06 16:55:43.586158
2519;21.1;54;2022-05-06 16:57:12.264948
2520;21.0;54;2022-05-06 17:02:09.960801
2521;20.7;54;2022-05-06 17:06:11.714776
2522;21.1;54;2022-05-06 17:06:17.162042
2523;21.0;54;2022-05-06 17:07:28.839874
2524;20.6;54;2022-05-06 17:09:07.128652
2525;20.7;54;2022-05-06 17:12:08.074695
2526;20.6;54;2022-05-06 17:14:18.328843
2527;20.7;54;2022-05-06 17:19:59.751821
2528;20.6;54;2022-05-06 17:23:13.993664
2529;20.7;54;2022-05-06 17:24:35.137850
2530;20.6;54;2022-05-06 17:27:13.523668
2531;20.7;54;2022-05-06 17:28:46.012830
2532;20.6;54;2022-05-06 17:30:56.127694
2533;20.6;55;2022-05-06 17:32:07.813640
2534;20.7;55;2022-05-06 17:40:52.311836
2535;20.9;55;2022-05-06 17:40:55.184468
2536;20.6;55;2022-05-06 17:45:21.935719
2537;20.7;55;2022-05-06 17:54:47.705911
2538;20.6;55;2022-05-06 17:55:53.653873
2539;20.8;55;2022-05-06 18:36:36.024706
2540;20.9;55;2022-05-06 18:38:44.346945
2541;20.8;55;2022-05-06 18:42:47.745592
2542;20.9;55;2022-05-06 18:45:48.690009
2543;20.8;55;2022-05-06 18:53:34.756393
2544;20.9;55;2022-05-06 18:58:02.812054
2545;20.8;55;2022-05-06 19:02:27.016286
2546;20.9;55;2022-05-06 19:04:18.315225
2547;20.8;55;2022-05-06 19:05:20.576771
2548;20.5;55;2022-05-06 19:14:50.537778
2549;20.6;55;2022-05-06 19:15:58.431934
2550;20.6;56;2022-05-06 19:23:40.385892
2551;20.5;56;2022-05-06 19:25:01.467637
2552;20.5;55;2022-05-06 19:25:01.472956
2553;20.6;55;2022-05-06 19:26:31.988880
2554;20.5;55;2022-05-06 19:28:13.782250
2555;20.5;56;2022-05-06 19:28:13.787920
2556;20.6;56;2022-05-06 19:30:03.043071
2557;20.5;56;2022-05-06 19:31:16.668007
2558;20.6;56;2022-05-06 19:32:26.404954
2559;20.5;56;2022-05-06 19:33:58.885176
2560;20.6;56;2022-05-06 19:43:18.902066
2561;20.6;57;2022-05-06 19:43:18.907911
2562;20.8;57;2022-05-06 19:46:04.893928
2563;20.8;59;2022-05-06 19:46:04.901160
2564;20.8;65;2022-05-06 19:48:32.052742
2565;21.0;65;2022-05-06 19:49:49.364276
2566;21.0;73;2022-05-06 19:49:49.368900
2567;21.0;71;2022-05-06 19:51:40.711676
2568;21.1;71;2022-05-06 19:53:01.680583
2569;21.1;75;2022-05-06 19:53:01.693913
2570;20.7;75;2022-05-06 19:55:40.909111
2571;21.3;75;2022-05-06 19:55:58.824877
2572;21.3;80;2022-05-06 19:55:58.829902
2573;20.8;80;2022-05-06 19:57:11.429119
2574;21.5;80;2022-05-06 19:58:16.371856
2575;21.5;63;2022-05-06 19:58:16.379876
2576;21.1;63;2022-05-06 19:58:57.967975
2577;21.1;55;2022-05-06 19:58:58.027848
2578;20.7;55;2022-05-06 20:00:54.968792
2579;20.7;52;2022-05-06 20:00:54.976101
2580;20.7;55;2022-05-06 20:01:18.633721
2581;20.2;55;2022-05-06 20:03:35.272655
2582;20.2;51;2022-05-06 20:03:35.336481
2583;19.9;51;2022-05-06 20:05:28.401954
2584;19.9;53;2022-05-06 20:05:28.414498
2585;19.7;53;2022-05-06 20:06:26.972903
2586;19.7;49;2022-05-06 20:06:26.981104
2587;19.5;49;2022-05-06 20:09:28.001764
2588;19.5;50;2022-05-06 20:09:28.007963
2589;19.3;50;2022-05-06 20:10:56.583960
2590;19.1;50;2022-05-06 20:12:25.259803
2591;19.1;56;2022-05-06 20:13:34.705724
2592;19.0;56;2022-05-06 20:13:57.734510
2593;19.0;49;2022-05-06 20:13:57.739049
2594;18.7;49;2022-05-06 20:17:23.349347
2595;18.7;51;2022-05-06 20:17:23.355666
2596;18.7;55;2022-05-06 20:17:49.574170
2597;18.4;55;2022-05-06 20:21:34.051713
2598;18.7;55;2022-05-06 20:29:25.486061
2599;18.7;56;2022-05-06 20:29:25.491746
2600;18.8;56;2022-05-06 20:30:31.364960
2601;18.8;55;2022-05-06 20:30:31.373622
2602;18.9;55;2022-05-06 20:32:05.760645
2603;18.9;53;2022-05-06 20:32:05.767851
2604;18.9;52;2022-05-06 20:33:43.741921
2605;18.7;52;2022-05-06 20:35:34.947039
2606;18.7;51;2022-05-06 20:35:34.954103
2607;18.6;51;2022-05-06 20:36:50.423091
2608;20.7;51;2022-05-06 20:37:49.925888
2609;18.5;51;2022-05-06 20:39:47.574516
2610;18.5;50;2022-05-06 20:39:47.579681
2611;18.4;50;2022-05-06 20:41:27.415866
2612;18.3;50;2022-05-06 20:42:41.043073
2613;18.3;52;2022-05-06 20:42:41.049752
2614;18.6;52;2022-05-06 20:44:26.454497
2615;18.6;57;2022-05-06 20:44:26.519783
2616;18.8;57;2022-05-06 20:45:51.242017
2617;18.8;56;2022-05-06 20:45:51.307098
2618;20.8;56;2022-05-06 20:46:55.245740
2619;19.1;56;2022-05-06 20:48:39.245279
2620;19.1;57;2022-05-06 20:48:39.250398
2621;19.4;57;2022-05-06 20:50:30.449749
2622;19.4;58;2022-05-06 20:50:30.455608
2623;20.7;58;2022-05-06 20:51:29.027077
2624;19.6;58;2022-05-06 20:51:45.963211
2625;19.7;58;2022-05-06 20:54:41.234808
2626;20.8;58;2022-05-06 20:55:36.245766
2627;19.9;58;2022-05-06 20:57:40.432206
2628;20.7;58;2022-05-06 20:58:58.160170
2629;20.8;58;2022-05-06 21:00:38.206084
2630;20.0;58;2022-05-06 21:02:38.524880
2631;20.7;58;2022-05-06 21:06:10.195298
2632;20.1;58;2022-05-06 21:06:54.979420
2633;20.1;59;2022-05-06 21:06:55.044033
2634;20.8;59;2022-05-06 21:07:40.734084
2635;20.8;56;2022-05-06 21:11:00.920983
2636;20.8;57;2022-05-06 21:12:10.667866
2637;20.2;57;2022-05-06 21:13:27.149686
2638;20.9;57;2022-05-06 21:15:27.051587
2639;20.9;58;2022-05-06 21:15:27.070596
2640;20.9;60;2022-05-06 21:17:28.305186
2641;20.3;60;2022-05-06 21:20:33.142234
2642;20.3;57;2022-05-06 21:26:17.935701
2643;20.8;57;2022-05-06 21:27:14.563978
2644;20.4;57;2022-05-06 21:30:57.473819
2645;20.4;61;2022-05-06 21:32:45.033622
2646;20.3;61;2022-05-06 21:33:56.674848
2647;20.3;60;2022-05-06 21:33:56.681470
2648;20.3;61;2022-05-06 21:35:36.735892
2649;20.7;61;2022-05-06 21:42:54.588039
2650;20.7;58;2022-05-06 21:42:54.593781
2651;20.4;58;2022-05-06 21:44:38.137871
2652;20.5;58;2022-05-06 21:49:13.681024
2653;20.5;60;2022-05-06 21:52:33.566734
2654;20.5;59;2022-05-06 21:56:13.229820
2655;20.4;59;2022-05-06 21:56:53.815532
2656;20.5;59;2022-05-06 21:59:32.397550
2657;20.4;59;2022-05-06 22:03:01.698931
2658;20.4;60;2022-05-06 22:20:03.874597
